short_description,raw_path
The Black population percent. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/va013_civic_sdad_20132020_race_demographics.csv.xz
The Native population percent. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/va013_civic_sdad_20132020_race_demographics.csv.xz
The two or more races population percent. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/va013_civic_sdad_20132020_race_demographics.csv.xz
The two or more races population. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/va013_civic_sdad_20132020_race_demographics.csv.xz
Total count of the population. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/va059_hsrpdsdzc_sdad_20132019_race_demographics.csv.xz
The White population percent. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/va059_hsrpdsdzc_sdad_20132019_race_demographics.csv.xz
Total population ethnique. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/va059_hsrpdsdzc_sdad_20132019_race_demographics.csv.xz
The Black population. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/va059_hsrpdsdzc_sdad_20132019_race_demographics.csv.xz
The Native population. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/va059_hsrpdsdzc_sdad_20132019_race_demographics.csv.xz
The White population. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/va059_hsrpdsdzc_sdad_20132019_race_demographics.csv.xz
The Black population percent. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/va059_hsrpdsdzc_sdad_20132019_race_demographics.csv.xz
The Native population percent. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/va059_hsrpdsdzc_sdad_20132019_race_demographics.csv.xz
The two or more races population percent. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/va059_hsrpdsdzc_sdad_20132019_race_demographics.csv.xz
The two or more races population. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/va059_hsrpdsdzc_sdad_20132019_race_demographics.csv.xz
Total count of the population. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/va_trctbg_acs_20092020_race_demographics.csv.xz
The White population percent. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/va_trctbg_acs_20092020_race_demographics.csv.xz
The Black population. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/va_trctbg_acs_20092020_race_demographics.csv.xz
The Native population. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/va_trctbg_acs_20092020_race_demographics.csv.xz
The White population. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/va_trctbg_acs_20092020_race_demographics.csv.xz
The Black population percent. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/va_trctbg_acs_20092020_race_demographics.csv.xz
The Native population percent. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/va_trctbg_acs_20092020_race_demographics.csv.xz
The two or more races population percent. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/va_trctbg_acs_20092020_race_demographics.csv.xz
The two or more races population. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/va_trctbg_acs_20092020_race_demographics.csv.xz
Total count of the population. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/ncr_trctbg_acs_20092020_race_demographics.csv.xz
The White population percent. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/ncr_trctbg_acs_20092020_race_demographics.csv.xz
The Native population. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/ncr_trctbg_acs_20092020_race_demographics.csv.xz
The two or more races population percent. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/ncr_trctbg_acs_20092020_race_demographics.csv.xz
The White population. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/ncr_trctbg_acs_20092020_race_demographics.csv.xz
The Black population percent. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/ncr_trctbg_acs_20092020_race_demographics.csv.xz
The Native population percent. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/ncr_trctbg_acs_20092020_race_demographics.csv.xz
The Black population. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/ncr_trctbg_acs_20092020_race_demographics.csv.xz
The two or more races population. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/ncr_trctbg_acs_20092020_race_demographics.csv.xz
The count of females in population. Based on American Community Survey ACS 2010/2021 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Gender/data/distribution/va_trctbg_acs_20092020_gender_demographics.csv.xz
The percent of males in the total population. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Gender/data/distribution/va_trctbg_acs_20092020_gender_demographics.csv.xz
The percent of females in the total population. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Gender/data/distribution/va_trctbg_acs_20092020_gender_demographics.csv.xz
The count of females in population. Based on American Community Survey ACS 2010/2021 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Gender/data/distribution/va059_hsrpdsdzc_sdad_20132019_gender_demographics.csv.xz
The percent of males in the total population. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Gender/data/distribution/va059_hsrpdsdzc_sdad_20132019_gender_demographics.csv.xz
The percent of females in the total population. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Gender/data/distribution/va059_hsrpdsdzc_sdad_20132019_gender_demographics.csv.xz
The count of females in population. Based on American Community Survey ACS 2010/2021 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Gender/data/distribution/ncr_trctbg_acs_20092020_gender_demographics.csv.xz
The percent of males in the total population. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Gender/data/distribution/ncr_trctbg_acs_20092020_gender_demographics.csv.xz
The percent of females in the total population. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Gender/data/distribution/ncr_trctbg_acs_20092020_gender_demographics.csv.xz
The count of females in population. Based on American Community Survey ACS 2010/2021 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Gender/data/distribution/va013_civic_sdad_20132020_gender_demographics.csv.xz
The percent of males in the total population. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Gender/data/distribution/va013_civic_sdad_20132020_gender_demographics.csv.xz
The percent of females in the total population. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Gender/data/distribution/va013_civic_sdad_20132020_gender_demographics.csv.xz
total_hh,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Language/data/distribution/ncr_trctbg_acs_20092020_language_demographics.csv.xz
total_hh,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Language/data/distribution/va059_hsrpdsdzc_sdad_20132019_language_demographics.csv.xz
total_hh,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Language/data/distribution/va_trctbg_acs_20092020_language_demographics.csv.xz
total_hh,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Language/data/distribution/va013_civic_sdad_20132020_language_demographics.csv.xz
The percent of the population over age 64. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Age/data/distribution/va013_civic_sdad_20132020_age_demographics.csv.xz
The percent of the population under age 20. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Age/data/distribution/va013_civic_sdad_20132020_age_demographics.csv.xz
The percent of the population over age 64. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Age/data/distribution/va013_civic_sdad_20132020_age_demographics.csv.xz
The percent of the population over age 64. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Age/data/distribution/va_trctbg_acs_20092020_age_demographics.csv.xz
The percent of the population under age 20. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Age/data/distribution/va_trctbg_acs_20092020_age_demographics.csv.xz
The percent of the population over age 64. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Age/data/distribution/va_trctbg_acs_20092020_age_demographics.csv.xz
The percent of the population over age 64. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Age/data/distribution/ncr_trctbg_acs_20092020_age_demographics.csv.xz
The percent of the population under age 20. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Age/data/distribution/ncr_trctbg_acs_20092020_age_demographics.csv.xz
The percent of the population over age 64. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Age/data/distribution/ncr_trctbg_acs_20092020_age_demographics.csv.xz
The percent of the population over age 64. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Age/data/distribution/va059_hsrpdsdzc_sdad_20132019_age_demographics.csv.xz
The percent of the population under age 20. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Age/data/distribution/va059_hsrpdsdzc_sdad_20132019_age_demographics.csv.xz
The percent of the population over age 64. Based on American Community Survey ACS 2015/2019 5-year estimates.,https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Age/data/distribution/va059_hsrpdsdzc_sdad_20132019_age_demographics.csv.xz
Index of dental care availability based on supply and demand of providers,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Dentists/Service Catchment Scores/data/distribution/ncr_cttrbg_webmd_2021_acccess_scores_dentists.csv
dent_3sfca,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Dentists/Service Catchment Scores/data/distribution/ncr_cttrbg_webmd_2021_acccess_scores_dentists.csv
Index of dental care availability based on supply and demand of providers,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Dentists/Service Catchment Scores/data/distribution/ncr_cttrbg_webmd_2021_acccess_scores_dentists.csv
dent_pop_cnt,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Dentists/Service Catchment Scores/data/distribution/ncr_cttrbg_webmd_2021_acccess_scores_dentists.csv
dent_near_10_median,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Dentists/Service Catchment Scores/data/distribution/ncr_cttrbg_webmd_2021_acccess_scores_dentists.csv
Count of dentists based on provider locations,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Dentists/Service Catchment Scores/data/distribution/ncr_cttrbg_webmd_2021_acccess_scores_dentists.csv
dent_near_10_mean,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Dentists/Service Catchment Scores/data/distribution/ncr_cttrbg_webmd_2021_acccess_scores_dentists.csv
Index of dental care availability based on supply and demand of providers,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Dentists/Service Catchment Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_dentists.csv
dent_3sfca,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Dentists/Service Catchment Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_dentists.csv
Index of dental care availability based on supply and demand of providers,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Dentists/Service Catchment Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_dentists.csv
dent_pop_cnt,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Dentists/Service Catchment Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_dentists.csv
dent_near_10_median,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Dentists/Service Catchment Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_dentists.csv
Count of dentists based on provider locations,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Dentists/Service Catchment Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_dentists.csv
dent_near_10_mean,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Dentists/Service Catchment Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_dentists.csv
ems_pop_cnt,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/EMS/Service Catchment Scores/data/distribution/ncr_cttrbg_hifld_2021_access_scores_ems.csv
Count of emergency medical services facilities based on facility locations,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/EMS/Service Catchment Scores/data/distribution/ncr_cttrbg_hifld_2021_access_scores_ems.csv
ems_near_10_mean,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/EMS/Service Catchment Scores/data/distribution/ncr_cttrbg_hifld_2021_access_scores_ems.csv
Index of emergency medical services availability based on supply and demand of facilities,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/EMS/Service Catchment Scores/data/distribution/ncr_cttrbg_hifld_2021_access_scores_ems.csv
ems_e2sfca,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/EMS/Service Catchment Scores/data/distribution/ncr_cttrbg_hifld_2021_access_scores_ems.csv
ems_2sfca,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/EMS/Service Catchment Scores/data/distribution/ncr_cttrbg_hifld_2021_access_scores_ems.csv
Median drive time (minutes) to the ten closest emergency medical services facilities,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/EMS/Service Catchment Scores/data/distribution/ncr_cttrbg_hifld_2021_access_scores_ems.csv
ems_pop_cnt,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/EMS/Service Catchment Scores/data/distribution/va_hdcttrbgca_hifld_2021_access_scores_ems.csv
Count of emergency medical services facilities based on facility locations,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/EMS/Service Catchment Scores/data/distribution/va_hdcttrbgca_hifld_2021_access_scores_ems.csv
ems_near_10_mean,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/EMS/Service Catchment Scores/data/distribution/va_hdcttrbgca_hifld_2021_access_scores_ems.csv
Index of emergency medical services availability based on supply and demand of facilities,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/EMS/Service Catchment Scores/data/distribution/va_hdcttrbgca_hifld_2021_access_scores_ems.csv
ems_e2sfca,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/EMS/Service Catchment Scores/data/distribution/va_hdcttrbgca_hifld_2021_access_scores_ems.csv
ems_2sfca,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/EMS/Service Catchment Scores/data/distribution/va_hdcttrbgca_hifld_2021_access_scores_ems.csv
Median drive time (minutes) to the ten closest emergency medical services facilities,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/EMS/Service Catchment Scores/data/distribution/va_hdcttrbgca_hifld_2021_access_scores_ems.csv
subs_2sfca,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Drug and Rehab/Service Catchment Scores/data/distribution/ncr_cttrbg_samhsa_2021_access_scores_substance.csv
Count of substance use/behavioral health facilities based on facility locations,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Drug and Rehab/Service Catchment Scores/data/distribution/ncr_cttrbg_samhsa_2021_access_scores_substance.csv
Median drive time (minutes) to the ten closest substance use/behavioral health services facilities,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Drug and Rehab/Service Catchment Scores/data/distribution/ncr_cttrbg_samhsa_2021_access_scores_substance.csv
subs_pop_cnt,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Drug and Rehab/Service Catchment Scores/data/distribution/ncr_cttrbg_samhsa_2021_access_scores_substance.csv
subs_near_10_mean,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Drug and Rehab/Service Catchment Scores/data/distribution/ncr_cttrbg_samhsa_2021_access_scores_substance.csv
Index of substance use/behavioral health services availability based on supply and demand of facilities,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Drug and Rehab/Service Catchment Scores/data/distribution/ncr_cttrbg_samhsa_2021_access_scores_substance.csv
subs_e2sfca,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Drug and Rehab/Service Catchment Scores/data/distribution/ncr_cttrbg_samhsa_2021_access_scores_substance.csv
subs_2sfca,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Drug and Rehab/Service Catchment Scores/data/distribution/va_hdcttrbgca_samhsa_2021_access_scores_substance.csv
Count of substance use/behavioral health facilities based on facility locations,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Drug and Rehab/Service Catchment Scores/data/distribution/va_hdcttrbgca_samhsa_2021_access_scores_substance.csv
Median drive time (minutes) to the ten closest substance use/behavioral health services facilities,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Drug and Rehab/Service Catchment Scores/data/distribution/va_hdcttrbgca_samhsa_2021_access_scores_substance.csv
subs_pop_cnt,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Drug and Rehab/Service Catchment Scores/data/distribution/va_hdcttrbgca_samhsa_2021_access_scores_substance.csv
subs_near_10_mean,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Drug and Rehab/Service Catchment Scores/data/distribution/va_hdcttrbgca_samhsa_2021_access_scores_substance.csv
Index of substance use/behavioral health services availability based on supply and demand of facilities,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Drug and Rehab/Service Catchment Scores/data/distribution/va_hdcttrbgca_samhsa_2021_access_scores_substance.csv
subs_e2sfca,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Drug and Rehab/Service Catchment Scores/data/distribution/va_hdcttrbgca_samhsa_2021_access_scores_substance.csv
mental_2sfca,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Mental Health/Service Access Scores/data/distribution/ncr_cttrbg_samhsa_2021_access_scores_mental.csv
mental_near_10_mean,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Mental Health/Service Access Scores/data/distribution/ncr_cttrbg_samhsa_2021_access_scores_mental.csv
Median drive time (minutes) to the ten closest mental health facilities,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Mental Health/Service Access Scores/data/distribution/ncr_cttrbg_samhsa_2021_access_scores_mental.csv
mental_e2sfca,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Mental Health/Service Access Scores/data/distribution/ncr_cttrbg_samhsa_2021_access_scores_mental.csv
mental_pop_cnt,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Mental Health/Service Access Scores/data/distribution/ncr_cttrbg_samhsa_2021_access_scores_mental.csv
mental_2sfca,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Mental Health/Service Access Scores/data/distribution/va_hdcttrbgca_samhsa_2021_access_scores_mental.csv
mental_near_10_mean,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Mental Health/Service Access Scores/data/distribution/va_hdcttrbgca_samhsa_2021_access_scores_mental.csv
Median drive time (minutes) to the ten closest mental health facilities,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Mental Health/Service Access Scores/data/distribution/va_hdcttrbgca_samhsa_2021_access_scores_mental.csv
mental_e2sfca,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Mental Health/Service Access Scores/data/distribution/va_hdcttrbgca_samhsa_2021_access_scores_mental.csv
mental_pop_cnt,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Mental Health/Service Access Scores/data/distribution/va_hdcttrbgca_samhsa_2021_access_scores_mental.csv
Number of graduate degrees awarded in health professions by Virginian institutions from 2016 to 2019 academic year,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Health Professionals/VA Graduates/data/distribution/va_hd_schev_2016_2019_health_degrees_awarded.csv
Number of undergraduate degrees awarded in health professions by Virginian institutions from 2016 to 2019 academic year,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Health Professionals/VA Graduates/data/distribution/va_hd_schev_2016_2019_health_degrees_awarded.csv
Number of 2-year degrees awarded in health professions by Virginian institutions from 2016 to 2019 academic year,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Health Professionals/VA Graduates/data/distribution/va_hd_schev_2016_2019_health_degrees_awarded.csv
Number of first professional degrees awarded in health professions by Virginian institutions from 2016 to 2019 academic year,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Health Professionals/VA Graduates/data/distribution/va_hd_schev_2016_2019_health_degrees_awarded.csv
Number of graduate degrees awarded in health professions by Virginian institutions from 2016 to 2019 academic year,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Health Professionals/VA Graduates/data/distribution/va_ct_schev_2016_2019_health_degrees_awarded.csv
Number of undergraduate degrees awarded in health professions by Virginian institutions from 2016 to 2019 academic year,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Health Professionals/VA Graduates/data/distribution/va_ct_schev_2016_2019_health_degrees_awarded.csv
Number of 2-year degrees awarded in health professions by Virginian institutions from 2016 to 2019 academic year,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Health Professionals/VA Graduates/data/distribution/va_ct_schev_2016_2019_health_degrees_awarded.csv
Number of first professional degrees awarded in health professions by Virginian institutions from 2016 to 2019 academic year,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Health Professionals/VA Graduates/data/distribution/va_ct_schev_2016_2019_health_degrees_awarded.csv
Number of graduate degrees awarded in health professions by Virginian institutions from 2016 to 2019 academic year,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Health Professionals/VA Graduates/data/distribution/va_ahec_schev_2016_2019_health_degrees_awarded.csv
Number of undergraduate degrees awarded in health professions by Virginian institutions from 2016 to 2019 academic year,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Health Professionals/VA Graduates/data/distribution/va_ahec_schev_2016_2019_health_degrees_awarded.csv
Number of 2-year degrees awarded in health professions by Virginian institutions from 2016 to 2019 academic year,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Health Professionals/VA Graduates/data/distribution/va_ahec_schev_2016_2019_health_degrees_awarded.csv
Number of first professional degrees awarded in health professions by Virginian institutions from 2016 to 2019 academic year,https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Health Professionals/VA Graduates/data/distribution/va_ahec_schev_2016_2019_health_degrees_awarded.csv
