"measure","path","repos","pattern","raw_path"
"pop_wht_alone","Race/data/distribution/va059_hsrpdsdzc_sdad_20132019_race_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/va059_hsrpdsdzc_sdad_20132019_race_demographics.csv.xz"
"perc_afr_amer_alone","Race/data/distribution/va059_hsrpdsdzc_sdad_20132019_race_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/va059_hsrpdsdzc_sdad_20132019_race_demographics.csv.xz"
"perc_native_alone","Race/data/distribution/va059_hsrpdsdzc_sdad_20132019_race_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/va059_hsrpdsdzc_sdad_20132019_race_demographics.csv.xz"
"perc_two_or_more","Race/data/distribution/va059_hsrpdsdzc_sdad_20132019_race_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/va059_hsrpdsdzc_sdad_20132019_race_demographics.csv.xz"
"pop_two_or_more","Race/data/distribution/va059_hsrpdsdzc_sdad_20132019_race_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/va059_hsrpdsdzc_sdad_20132019_race_demographics.csv.xz"
"total_race","Race/data/distribution/va_trctbg_acs_20092020_race_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/va_trctbg_acs_20092020_race_demographics.csv.xz"
"perc_wht_alone","Race/data/distribution/va_trctbg_acs_20092020_race_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/va_trctbg_acs_20092020_race_demographics.csv.xz"
"pop_afr_amer_alone","Race/data/distribution/va_trctbg_acs_20092020_race_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/va_trctbg_acs_20092020_race_demographics.csv.xz"
"pop_native_alone","Race/data/distribution/va_trctbg_acs_20092020_race_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/va_trctbg_acs_20092020_race_demographics.csv.xz"
"pop_wht_alone","Race/data/distribution/va_trctbg_acs_20092020_race_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/va_trctbg_acs_20092020_race_demographics.csv.xz"
"perc_afr_amer_alone","Race/data/distribution/va_trctbg_acs_20092020_race_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/va_trctbg_acs_20092020_race_demographics.csv.xz"
"perc_native_alone","Race/data/distribution/va_trctbg_acs_20092020_race_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/va_trctbg_acs_20092020_race_demographics.csv.xz"
"perc_two_or_more","Race/data/distribution/va_trctbg_acs_20092020_race_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/va_trctbg_acs_20092020_race_demographics.csv.xz"
"pop_two_or_more","Race/data/distribution/va_trctbg_acs_20092020_race_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/va_trctbg_acs_20092020_race_demographics.csv.xz"
"total_race","Race/data/distribution/ncr_trctbg_acs_20092020_race_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/ncr_trctbg_acs_20092020_race_demographics.csv.xz"
"perc_wht_alone","Race/data/distribution/ncr_trctbg_acs_20092020_race_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/ncr_trctbg_acs_20092020_race_demographics.csv.xz"
"pop_native_alone","Race/data/distribution/ncr_trctbg_acs_20092020_race_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/ncr_trctbg_acs_20092020_race_demographics.csv.xz"
"perc_two_or_more","Race/data/distribution/ncr_trctbg_acs_20092020_race_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/ncr_trctbg_acs_20092020_race_demographics.csv.xz"
"pop_wht_alone","Race/data/distribution/ncr_trctbg_acs_20092020_race_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/ncr_trctbg_acs_20092020_race_demographics.csv.xz"
"perc_afr_amer_alone","Race/data/distribution/ncr_trctbg_acs_20092020_race_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/ncr_trctbg_acs_20092020_race_demographics.csv.xz"
"perc_native_alone","Race/data/distribution/ncr_trctbg_acs_20092020_race_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/ncr_trctbg_acs_20092020_race_demographics.csv.xz"
"pop_afr_amer_alone","Race/data/distribution/ncr_trctbg_acs_20092020_race_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/ncr_trctbg_acs_20092020_race_demographics.csv.xz"
"pop_two_or_more","Race/data/distribution/ncr_trctbg_acs_20092020_race_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Race/data/distribution/ncr_trctbg_acs_20092020_race_demographics.csv.xz"
"pop_female","Gender/data/distribution/va_trctbg_acs_20092020_gender_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Gender/data/distribution/va_trctbg_acs_20092020_gender_demographics.csv.xz"
"perc_male","Gender/data/distribution/va_trctbg_acs_20092020_gender_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Gender/data/distribution/va_trctbg_acs_20092020_gender_demographics.csv.xz"
"perc_female","Gender/data/distribution/va_trctbg_acs_20092020_gender_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Gender/data/distribution/va_trctbg_acs_20092020_gender_demographics.csv.xz"
"pop_female","Gender/data/distribution/va059_hsrpdsdzc_sdad_20132019_gender_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Gender/data/distribution/va059_hsrpdsdzc_sdad_20132019_gender_demographics.csv.xz"
"perc_male","Gender/data/distribution/va059_hsrpdsdzc_sdad_20132019_gender_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Gender/data/distribution/va059_hsrpdsdzc_sdad_20132019_gender_demographics.csv.xz"
"perc_female","Gender/data/distribution/va059_hsrpdsdzc_sdad_20132019_gender_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Gender/data/distribution/va059_hsrpdsdzc_sdad_20132019_gender_demographics.csv.xz"
"pop_female","Gender/data/distribution/ncr_trctbg_acs_20092020_gender_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Gender/data/distribution/ncr_trctbg_acs_20092020_gender_demographics.csv.xz"
"perc_male","Gender/data/distribution/ncr_trctbg_acs_20092020_gender_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Gender/data/distribution/ncr_trctbg_acs_20092020_gender_demographics.csv.xz"
"perc_female","Gender/data/distribution/ncr_trctbg_acs_20092020_gender_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Gender/data/distribution/ncr_trctbg_acs_20092020_gender_demographics.csv.xz"
"pop_female","Gender/data/distribution/va013_civic_sdad_20132020_gender_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Gender/data/distribution/va013_civic_sdad_20132020_gender_demographics.csv.xz"
"perc_male","Gender/data/distribution/va013_civic_sdad_20132020_gender_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Gender/data/distribution/va013_civic_sdad_20132020_gender_demographics.csv.xz"
"perc_female","Gender/data/distribution/va013_civic_sdad_20132020_gender_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Gender/data/distribution/va013_civic_sdad_20132020_gender_demographics.csv.xz"
"total_hh","Language/data/distribution/ncr_trctbg_acs_20092020_language_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Language/data/distribution/ncr_trctbg_acs_20092020_language_demographics.csv.xz"
"total_hh","Language/data/distribution/va059_hsrpdsdzc_sdad_20132019_language_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Language/data/distribution/va059_hsrpdsdzc_sdad_20132019_language_demographics.csv.xz"
"total_hh","Language/data/distribution/va_trctbg_acs_20092020_language_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Language/data/distribution/va_trctbg_acs_20092020_language_demographics.csv.xz"
"total_hh","Language/data/distribution/va013_civic_sdad_20132020_language_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Language/data/distribution/va013_civic_sdad_20132020_language_demographics.csv.xz"
"perc_pop_65_plus","Age/data/distribution/va013_civic_sdad_20132020_age_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Age/data/distribution/va013_civic_sdad_20132020_age_demographics.csv.xz"
"perc_pop_under_20","Age/data/distribution/va013_civic_sdad_20132020_age_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Age/data/distribution/va013_civic_sdad_20132020_age_demographics.csv.xz"
"perc_pop_20_64","Age/data/distribution/va013_civic_sdad_20132020_age_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Age/data/distribution/va013_civic_sdad_20132020_age_demographics.csv.xz"
"perc_pop_65_plus","Age/data/distribution/va_trctbg_acs_20092020_age_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Age/data/distribution/va_trctbg_acs_20092020_age_demographics.csv.xz"
"perc_pop_under_20","Age/data/distribution/va_trctbg_acs_20092020_age_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Age/data/distribution/va_trctbg_acs_20092020_age_demographics.csv.xz"
"perc_pop_20_64","Age/data/distribution/va_trctbg_acs_20092020_age_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Age/data/distribution/va_trctbg_acs_20092020_age_demographics.csv.xz"
"perc_pop_65_plus","Age/data/distribution/ncr_trctbg_acs_20092020_age_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Age/data/distribution/ncr_trctbg_acs_20092020_age_demographics.csv.xz"
"perc_pop_under_20","Age/data/distribution/ncr_trctbg_acs_20092020_age_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Age/data/distribution/ncr_trctbg_acs_20092020_age_demographics.csv.xz"
"perc_pop_20_64","Age/data/distribution/ncr_trctbg_acs_20092020_age_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Age/data/distribution/ncr_trctbg_acs_20092020_age_demographics.csv.xz"
"perc_pop_65_plus","Age/data/distribution/va059_hsrpdsdzc_sdad_20132019_age_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Age/data/distribution/va059_hsrpdsdzc_sdad_20132019_age_demographics.csv.xz"
"perc_pop_under_20","Age/data/distribution/va059_hsrpdsdzc_sdad_20132019_age_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Age/data/distribution/va059_hsrpdsdzc_sdad_20132019_age_demographics.csv.xz"
"perc_pop_20_64","Age/data/distribution/va059_hsrpdsdzc_sdad_20132019_age_demographics.csv.xz","sdc.demographics","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.demographics","https://github.com/uva-bi-sdad/sdc.demographics/raw/main/Age/data/distribution/va059_hsrpdsdzc_sdad_20132019_age_demographics.csv.xz"
"dent_e2sfca","Health Care Services/Dentists/Service Catchment Scores/data/distribution/ncr_cttrbg_webmd_2021_acccess_scores_dentists.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Dentists/Service Catchment Scores/data/distribution/ncr_cttrbg_webmd_2021_acccess_scores_dentists.csv"
"dent_3sfca","Health Care Services/Dentists/Service Catchment Scores/data/distribution/ncr_cttrbg_webmd_2021_acccess_scores_dentists.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Dentists/Service Catchment Scores/data/distribution/ncr_cttrbg_webmd_2021_acccess_scores_dentists.csv"
"dent_2sfca","Health Care Services/Dentists/Service Catchment Scores/data/distribution/ncr_cttrbg_webmd_2021_acccess_scores_dentists.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Dentists/Service Catchment Scores/data/distribution/ncr_cttrbg_webmd_2021_acccess_scores_dentists.csv"
"dent_pop_cnt","Health Care Services/Dentists/Service Catchment Scores/data/distribution/ncr_cttrbg_webmd_2021_acccess_scores_dentists.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Dentists/Service Catchment Scores/data/distribution/ncr_cttrbg_webmd_2021_acccess_scores_dentists.csv"
"dent_near_10_median","Health Care Services/Dentists/Service Catchment Scores/data/distribution/ncr_cttrbg_webmd_2021_acccess_scores_dentists.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Dentists/Service Catchment Scores/data/distribution/ncr_cttrbg_webmd_2021_acccess_scores_dentists.csv"
"dent_cnt","Health Care Services/Dentists/Service Catchment Scores/data/distribution/ncr_cttrbg_webmd_2021_acccess_scores_dentists.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Dentists/Service Catchment Scores/data/distribution/ncr_cttrbg_webmd_2021_acccess_scores_dentists.csv"
"dent_near_10_mean","Health Care Services/Dentists/Service Catchment Scores/data/distribution/ncr_cttrbg_webmd_2021_acccess_scores_dentists.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Dentists/Service Catchment Scores/data/distribution/ncr_cttrbg_webmd_2021_acccess_scores_dentists.csv"
"dent_e2sfca","Health Care Services/Dentists/Service Catchment Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_dentists.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Dentists/Service Catchment Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_dentists.csv"
"dent_3sfca","Health Care Services/Dentists/Service Catchment Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_dentists.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Dentists/Service Catchment Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_dentists.csv"
"dent_2sfca","Health Care Services/Dentists/Service Catchment Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_dentists.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Dentists/Service Catchment Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_dentists.csv"
"dent_pop_cnt","Health Care Services/Dentists/Service Catchment Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_dentists.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Dentists/Service Catchment Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_dentists.csv"
"dent_near_10_median","Health Care Services/Dentists/Service Catchment Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_dentists.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Dentists/Service Catchment Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_dentists.csv"
